comuna,region,concentracion_ref,concentracion_comb,concentracion_comuna,concentracion_rebote,emision_ref,emision_comb,emision_comuna,emision_rebote,Número de habitantes
Pelluhue,Región del Maule,10.461396175127113,9.701931439001052,11.899257129983843,10.0763352340761,0.15420750041446118,0.07098210956975555,0.13819860639676176,0.07583836634378037,7571
Los Alamos,Región del Bío-Bío,11.826914745554035,11.820155205961669,14.051142122933927,12.358800956079245,0.7316156780910585,0.31342478792363426,0.4756639387508628,0.3186253920624402,21035
Santo Domingo,Región de Valparaíso,8.69895230663698,7.157659797354711,7.873486598653592,7.289527621703554,0.12254932152005628,0.026826011418836,0.03969048037553479,0.027729466658340023,10900
Romeral,Región del Maule,2.884509802412784,2.946361952552256,3.3274775732911874,3.0330700812258597,0.14632617408922458,0.17187030238898804,0.28226068820806915,0.19481288900958385,15187
Futrono,Región de Los Ríos,9.81119290946198,7.971188786593383,10.551524176110876,9.830874431125489,2.016790516574207,0.5926819387968644,1.4299845139310288,1.2517150789500604,14665
Marchigüe,Región del Libertador Bernardo O'Higgins,8.59927878003818,6.340432370164073,7.726015567171944,6.549151616133698,0.09231067532846327,0.09910829098108698,0.15502392088604347,0.10382099444333323,7308
Cabrero,Región del Bío-Bío,26.13773270294576,14.530750855812908,19.522049113014045,15.001364932645977,1.3205897009812637,0.7598479162282255,1.1194381895923233,0.7598870573532832,28573
Melipeuco,Región de La Araucanía,6.486726267812201,5.997952079700834,7.953946385936297,6.577387046127083,0.3815369590335041,0.17509097381137084,0.4191787532652556,0.23806479930850866,6138
Longaví,Región del Maule,9.952862664066757,4.978103192265842,7.434187597966037,5.251017555757909,1.123139806096011,0.3570958923891126,0.8795426548766466,0.4082804203276252,30534
Cauquenes,Región del Maule,11.875007100708277,10.27539319590927,13.445624672821772,10.694565292287514,0.8003704248566287,0.4269600525970479,0.8863929154187876,0.46425830491376724,40441
Alhué,Región Metropolitana de Santiago,5.811226425947323,13.369354176856255,13.627618743288366,13.511510644601145,0.23554090234419012,0.5754258233126929,0.5786083668992913,0.5818266460741388,6444
Puqueldón,Región de Los Lagos,18.188974464191332,12.288132155338923,17.109135148306688,15.704195987403393,0.1722054130091318,0.0571173193072791,0.2883365189925994,0.2089722465338023,3921
Olmué,Región de Valparaíso,5.717547862350912,9.166201230160663,9.323042474278887,9.202464573552753,0.07320057863766187,0.0795957070671952,0.0795957070671952,0.0795957070671952,17516
Calle Larga,Región de Valparaíso,3.1602472781605515,3.0767299466813456,3.115210220363652,3.085989091457721,0.27446109285071835,0.1376395311551828,0.1376395311551828,0.1376395311551828,14832
Llanquihue,Región de Los Lagos,29.514318193490954,11.7972838835519,17.32262630480787,17.172166068488416,2.375691367359406,0.18268360222522229,0.9146091322276283,0.6633902105239405,17591
Ranquil,Región de Ñuble,22.88338501080871,19.09329916874542,24.597838583505812,19.60534498120736,0.5299950599640331,0.41618058254734636,0.5733732021673258,0.4162055449838874,5755
Retiro,Región del Maule,19.258125624425006,8.453079629358522,13.195618486459066,8.979032767426629,0.7092190131262268,0.2759815081078648,0.6795744652643088,0.3155250883654734,19974
Colina,Región Metropolitana de Santiago,8.272997365386889,8.58593113554508,8.639500576690839,8.599018422616195,2.6103256380444795,1.3953618150502123,1.3953618150502123,1.3953618150502123,146207
Yumbel,Región del Bío-Bío,21.21835156099306,15.18920835061027,20.323961683563642,15.881141019997385,0.6771955680158063,0.7554517533861065,1.06503925902273,0.7554947534075687,21198
Carahue,Región de La Araucanía,14.951498127279438,13.809854445237812,20.325725256923715,16.384219590059157,2.0747885423171817,0.8097948191350758,1.9058835180156686,1.0951169751090444,24533
Traiguén,Región de La Araucanía,25.407883770293083,13.57369379658126,22.99831311201812,16.579174188497127,1.8239009149475183,0.9268447993682748,2.2117395681043583,1.2597427269853647,18843
Santa María,Región de Valparaíso,3.7257839304990035,1.458652074841472,1.493303329602867,1.4666619121704976,0.2391010323483775,0.0010108601305069413,0.0010108601305069413,0.0010108601305069413,15241
Galvarino,Región de La Araucanía,26.193513181884345,15.40603435891735,25.1159073105422,19.12323032104191,0.9212946192116178,0.7161197037825052,1.4235423226627089,0.9734767407055137,11996
San Rafael,Región del Maule,18.282060486856683,5.69306066494503,7.479018549473453,6.020287255954869,0.2711404699369827,0.056176720334571814,0.08649971209632239,0.06411930961768098,9191
Lampa,Región Metropolitana de Santiago,19.13477241931088,18.171420841617415,18.279206370824962,18.19709471354656,1.9174061932153297,1.3704216075419733,1.3704216075419733,1.3704216075419733,102034
Santa Cruz,Región del Libertador Bernardo O'Higgins,11.266568330937224,6.468443464646823,8.059147585731498,6.719491206736504,0.19767548949820427,0.06451030162501882,0.09859486091208683,0.06784769939230799,37855
Malloa,Región del Libertador Bernardo O'Higgins,7.654778842167044,5.8770792094531545,6.126832340703994,6.0172327170035596,0.16927621689225664,0.08033274262780818,0.08384352883104908,0.08416589133663564,13407
Licantén,Región del Maule,8.263609211893108,6.8392572097498565,8.347284536616376,7.096330312571299,0.031461316872430034,0.011785651739673081,0.02810932045652744,0.01337715827901833,6653
Castro,Región de Los Lagos,23.263961374634217,12.937602194240714,19.365352551484975,17.380259740690136,2.5257918792989416,0.31923080160683015,1.6114770446697124,1.1679222453610585,43807
Macul,Región Metropolitana de Santiago,37.9165255351199,29.846344668418173,29.909210560388036,29.862035554937187,0.05443734286485464,0.010953868593604992,0.010953868593604992,0.010953868593604992,116534
Valparaíso,Región de Valparaíso,9.97265776292156,8.356590487039819,8.732388666589324,8.440656651087739,0.173400334940497,0.005304267768317108,0.005304267768317108,0.005304267768317108,296655
Los Sauces,Región de La Araucanía,19.129930636008794,13.212586065770216,22.003754378500865,15.735045038379424,0.9787523179005141,0.7158850394043822,1.7042154000953413,0.9695924316939323,7265
Sagrada Familia,Región del Maule,13.982861942949567,5.457957158785524,7.14397914688818,5.76772810745657,0.21014730174665924,0.07416103204570075,0.1279537931546503,0.0844689096047242,18544
Tirúa,Región del Bío-Bío,11.42073458979116,11.524978458866466,14.519224244529436,12.73016756189289,0.22149209349363638,0.11692588612086319,0.22791662250592767,0.13863146165338527,10417
Cholchol,Región de La Araucanía,23.846971019903823,15.705848687852573,23.731305476679946,19.565068370106847,0.6582984648972511,0.4975064691723578,0.7912538534695437,0.6761795728474984,11611
Chépica,Región del Libertador Bernardo O'Higgins,10.795534438322196,6.2800323030563,8.015404445062979,6.580010888422667,0.1549261510485749,0.15627801587197274,0.24402245843335008,0.17021499987663355,15037
Calera de Tango,Región Metropolitana de Santiago,46.61374207729267,18.829318172360463,18.932682629716066,18.85633105595079,0.46590412905111644,0.17060615069520835,0.17060615069520835,0.17061294878053176,25392
Tiltil,Región Metropolitana de Santiago,8.059442703717343,13.035857431527809,13.129169321870888,13.058063095347178,0.6933569028209182,1.0982141508690737,1.0982141508690737,1.0982141508690737,19312
Paillaco,Región de Los Ríos,25.233586640534572,12.564161438563907,17.62307723412428,17.73524428513832,1.9920201254427807,0.5412713789372993,1.2422838000080711,1.1434227750483865,20188
Paine,Región Metropolitana de Santiago,15.891685929685035,16.46125439721001,16.561170890780364,16.51245258939131,2.321905268123421,1.5100179300541705,1.510051471739256,1.5120901415556969,72759
Guaitecas,Región de Aysén del Gral.Ibañez del Campo,12.748840392516374,11.273062930636074,11.740703942151065,11.70242714079847,5.161701385804723e-05,2.0938471597487748e-05,8.056721757367753e-05,6.284423290546756e-05,1843
Hijuelas,Región de Valparaíso,7.02309270677393,4.748533871199992,4.88496799381175,4.779904672983805,0.16027336390229852,0.04081520859613125,0.04081520859613125,0.04081520859613125,17988
Litueche,Región del Libertador Bernardo O'Higgins,7.911526278882936,6.278285970227869,7.212271205388412,6.438768285060606,0.07107337171708013,0.03039407360674651,0.04740926437163749,0.031698417379817656,6294
Peñaflor,Región Metropolitana de Santiago,41.40792022060793,19.85526219066537,19.99588138896887,19.889966782917167,0.1651459360776883,0.0493687535897971,0.0493687535897971,0.049369389518031215,90201
Osorno,Región de Los Lagos,70.02470506819184,18.469795196330335,22.65610020089583,41.08334240774158,20.759581430597606,2.1040079369516254,2.519400665618312,7.686607628713901,161460
Santa Juana,Región del Bío-Bío,15.314553463746849,14.120186748725821,17.700849163591265,14.794391196727156,0.563542138020651,0.7782442468325864,0.9991448804606693,0.7790004569096742,13749
Pirque,Región Metropolitana de Santiago,8.673289713233158,9.084583836917288,9.140113993613886,9.102158208563926,1.0149335965005215,0.850843309228107,0.850843309228107,0.8512461924435446,26521
Máfil,Región de Los Ríos,25.105196727406483,14.226700687417644,21.25307110860814,19.95361157696404,1.158039979857244,0.54298878972592,1.1496740747595597,1.131439873956518,7095
Cerrillos,Región Metropolitana de Santiago,51.963523076413225,37.614061597817475,37.69784786436294,37.63492635360195,0.09372012906637868,0.0269195552449991,0.0269195552449991,0.0269195552449991,80832
Peñalolén,Región Metropolitana de Santiago,19.003686853799255,16.237082466114348,16.287959970082294,16.249843099058577,0.15208728111452863,0.04722162383514518,0.04722162383514518,0.04722162383514518,241599
Talagante,Región Metropolitana de Santiago,53.428921246642005,20.952952668619634,21.089808887417927,20.992562673455847,1.2383751091241924,0.3529029135040678,0.3529029135040678,0.35295538097877877,74237
Padre Las Casas,Región de La Araucanía,58.157844978779956,24.985693280439463,32.08550435138747,31.547112971850137,10.712511214558505,2.7054548784315533,3.15965386913456,3.6773187440237587,76126
Buin,Región Metropolitana de Santiago,36.54654117745382,16.985475651049796,17.077687001277024,17.021641168118435,1.540781193158708,0.5437587839165111,0.5437587839165111,0.5440125978306777,96614
Chanco,Región del Maule,9.389079236656936,8.824794763529784,10.936570378199985,9.195351588968027,0.16485191477353858,0.06622159969022291,0.15949216280298462,0.07518393884003927,8928
Quinchao,Región de Los Lagos,15.832760505981387,11.361807217141465,14.294218146493511,13.610128196123888,0.15728027969860278,0.031712923478815255,0.16014055185937648,0.11605891498705383,8088
La Cisterna,Región Metropolitana de Santiago,51.75222278185429,40.000364297076516,40.0770898959151,40.01959193558604,0.12374909255712437,0.02577780623865564,0.02577780623865564,0.02577780623865564,90119
San Pedro,Región Metropolitana de Santiago,8.886475421084437,8.778957868842456,9.351301978167356,8.902272737066074,0.28125026359253974,0.08784218853253407,0.09670871295835984,0.08870396864810748,9726
Coinco,Región del Libertador Bernardo O'Higgins,10.757159911500466,8.356563252723241,8.682127779031283,8.559701538226033,0.13054160845097115,0.0633110592123412,0.06541400612792063,0.06607130223612356,7359
Zapallar,Región de Valparaíso,5.911201371939522,4.005391996924088,4.215910690184528,4.053795274344595,0.027756806312330212,0.00028728018593676,0.00028728018593676,0.00028728018593676,7339
Pichilemu,Región del Libertador Bernardo O'Higgins,8.1545487751561,6.367572923738918,7.617454839192987,6.564466560268313,0.1050780090357495,0.05320822047821771,0.08968377783169851,0.055784242532981136,16394
Nogales,Región de Valparaíso,4.697156973072916,3.256421637326446,3.407500487221553,3.290898621593161,0.10478886030289428,0.0019449031954357487,0.0019449031954357487,0.0019449031954357487,22120
Curaco de Vélez,Región de Los Lagos,20.029491564804232,12.453417470597701,18.132538737335064,16.491908268105004,0.18758216346204318,0.06820647499208919,0.3443371173527395,0.24955730485762298,3829
La Florida,Región Metropolitana de Santiago,24.7058444533911,20.820887645048398,20.87516690572103,20.834542404566378,0.42699616469407436,0.13072721069403087,0.13072721069403087,0.13072721069403087,366916
Negrete,Región del Bío-Bío,29.83842714388519,15.7299379312774,24.587604416349556,17.679682163948694,0.3082654851688403,0.15105401592655712,0.2881665184730505,0.17662670869734343,9737
San Vicente,Región del Libertador Bernardo O'Higgins,12.536994635617525,7.4262605495638665,8.41837383304107,7.657892752882169,0.3673881714793193,0.1488670661464503,0.18686661427787365,0.15604392115453355,46766
Coltauco,Región del Libertador Bernardo O'Higgins,8.666646955052896,8.679365257017079,9.176681645655826,8.8883987442509,0.2115042869583079,0.10252549679717717,0.10987080688352083,0.10649887394945995,19597
San Bernardo,Región Metropolitana de Santiago,43.784048297934525,21.04798069934786,21.138444494594022,21.07324203091823,1.0175739673351178,0.35548188205238096,0.35548188205238096,0.3555143474099392,301313
San Javier,Región del Maule,12.865204760486254,8.283471696856521,11.384892832874232,8.759531904660609,0.5726260563285865,0.24585546532937302,0.4411146365655911,0.2808181123207836,45547
Algarrobo,Región de Valparaíso,8.287566670773488,7.220343487003207,7.647867055739774,7.313265526860722,0.05631874838426474,0.0008314756626481042,0.0008314756626481042,0.0008314756626481042,13817
Papudo,Región de Valparaíso,5.992698305785826,3.864828579616004,4.076387479214628,3.9135652140356028,0.01300510222089622,0.00013291974351860989,0.00013291974351860989,0.00013291974351860989,6356
Chimbarongo,Región del Libertador Bernardo O'Higgins,7.981962479554528,5.481741871842921,6.408572644532736,5.672815577273691,0.5361836518694687,0.2044169240703084,0.2809637104536099,0.21907787841317014,35399
Quillón,Región de Ñuble,24.32907808561706,17.903250216320153,23.674185686570077,18.44452074910866,0.7696491459983715,0.653326980392711,0.9256556677343244,0.653372432470179,17485
El Bosque,Región Metropolitana de Santiago,50.109665412469596,37.32099715410559,37.40043006285473,37.34099450955788,0.16469005126029804,0.03946484668445093,0.03946484668445093,0.03946484668445093,162505
Placilla,Región del Libertador Bernardo O'Higgins,13.94778021677619,7.678994859880397,8.909497500944232,7.91626892933888,0.12171598288799393,0.0415216447098042,0.05632233051375332,0.04364490845283623,8738
Limache,Región de Valparaíso,8.922238384347391,8.352091431091036,8.574703050353195,8.403181530352855,0.1853601200753187,0.005385127674497078,0.005385127674497078,0.005385127674497078,46121
Futaleufú,Región de Los Lagos,9.192149789680988,6.860030581972541,7.228374171141556,7.210425055026282,0.8418111786374716,0.00016919196231352922,0.00017886663529134494,0.00017606366822012036,2623
Pemuco,Región de Ñuble,17.665871996002444,11.481579497626491,14.832565606218735,11.658287501493133,0.9260719400148107,0.5443964547561638,0.8015771667112443,0.5444305073576795,8448
Villa Alegre,Región del Maule,23.18347857611047,7.781998160036937,12.015865162464875,8.340762454598854,0.3924879808784158,0.09092191531757664,0.18912582434468195,0.10388398381870814,16221
Lebu,Región del Bío-Bío,15.825449942418569,12.237555157164985,14.075540424601092,12.700739045435974,0.8028597275998943,0.32416480971681044,0.4788015570879412,0.32438073198637196,25522
Maipú,Región Metropolitana de Santiago,35.191529023723405,24.77427436346188,24.87749793983789,24.799833713751287,0.4032300916033005,0.23718473696261544,0.23718473696261544,0.23718473696261544,521627
Olivar,Región del Libertador Bernardo O'Higgins,15.89333303773945,12.546400786672882,12.651450566774365,12.751860412496208,0.10562378914630688,0.039274946078353516,0.03930527830239186,0.041071218568621094,13608
Rauco,Región del Maule,11.995405546288797,5.716125656318885,7.460441918814624,6.047346779023056,0.1403628876907353,0.07892911873492633,0.12974298403838047,0.08915909053171749,10484
Perquenco,Región de La Araucanía,27.586951121786253,14.055539721055746,23.50301745615364,17.30090903874219,1.265641357806665,0.504969894457792,1.161895268614677,0.6865676250545346,6905
Palmilla,Región del Libertador Bernardo O'Higgins,12.581416537713103,7.014076671998384,8.472708585109219,7.262294629871003,0.18244698774464363,0.05027465214441762,0.07239322539189377,0.05275651959723129,12482
Quintero,Región de Valparaíso,11.08108519830401,6.356661970702901,6.660773935183173,6.426745605821174,0.09286797493724763,0.000964742789975299,0.000964742789975299,0.000964742789975299,31923
Isla de Maipo,Región Metropolitana de Santiago,54.24934445299014,19.836240515611344,19.995695360991267,19.88829643265047,1.140541121369916,0.36298348023069943,0.36298348023069943,0.3631171113725988,36219
Nueva Imperial,Región de La Araucanía,31.831947683824257,15.376897621804922,22.640763584282105,19.07839969258242,2.14636439333192,0.7287882577583702,1.3442417040818793,0.9905510294520053,32510
Bulnes,Región de Ñuble,32.20717347910159,19.382453407127716,24.011423421758217,19.69571640674446,1.2149934336066606,0.9335959767433416,1.1824224700203396,0.9336643412947071,21493
San Miguel,Región Metropolitana de Santiago,45.24962542261928,34.583107772303954,34.65539442375302,34.601145364675254,0.12106200641401012,0.024185836304386855,0.024185836304386855,0.024185836304386855,107954
Pencahue,Región del Maule,12.652376654147117,8.513449968765588,10.877582211982244,8.937101953129744,0.588273009591909,0.20674983185504514,0.329961254205819,0.23609651949866872,8245
Ercilla,Región de La Araucanía,18.855170754942282,11.942504155997591,20.44826089617373,14.242733723449149,1.0430885587780327,0.5434365654165956,1.2935041324326284,0.735953465890366,7733
Ñiquén,Región de Ñuble,22.11912934398492,8.800739302941823,11.921824821569617,9.117571596314104,0.8101736070400873,0.16905676048073792,0.34837988326771985,0.1842652413284854,11152
Villa Alemana,Región de Valparaíso,9.893655053031338,9.306151437490353,9.550122714069007,9.361981392655562,0.08841374082381642,0.0016107032519922988,0.0016107032519922988,0.0016107032519922988,126548
San Rosendo,Región del Bío-Bío,22.576757516576183,13.933084715386233,18.51855021589995,14.697672424991927,0.1364361145955653,0.07986598901147167,0.11175579484452396,0.0798699741481977,3412
Viña del Mar,Región de Valparaíso,16.814227981646624,9.820011797806043,10.152966429182285,9.89570346415368,0.20833742444572603,0.0016362994124390026,0.0016362994124390026,0.0016362994124390026,334248
Lanco,Región de Los Ríos,26.17160024309767,14.853374081763768,24.490405502561508,20.78128033271336,1.680689464746284,0.6198588717131208,1.4928848498829295,1.2119334681472849,16752
Concepción,Región del Bío-Bío,33.4707928842882,20.876002349822475,24.191999823076777,21.350568136829654,3.27171523300828,0.8337673795834399,0.921180498365083,0.8338055598741292,223574
Graneros,Región del Libertador Bernardo O'Higgins,15.364412134082475,18.43980447016503,18.52747518252198,18.571036316619978,0.09675517497689083,0.11336184797380863,0.11336184797380863,0.11512328079275655,33437
San Pedro de la Paz,Región del Bío-Bío,40.060802952468855,20.236725726335365,22.562476250460726,20.675731733746108,1.8219227015977564,0.46033312606882504,0.47917730283795135,0.46035331477943836,131808
Talcahuano,Región del Bío-Bío,37.13479809700744,20.28454977464289,22.376012252202,20.68550531293034,1.334812827500313,0.25676903292728454,0.26934192976874816,0.2567800884356895,151749
Penco,Región del Bío-Bío,26.000599539821195,19.834083379171563,23.017504923295924,20.286796302254473,0.6965735960882268,0.2879814293537558,0.32352389406153303,0.2879943642969783,47367
Panquehue,Región de Valparaíso,9.277378921994362,2.2644473717986844,2.333157287751079,2.2804043582312303,0.14601451376019295,0.003622446053789892,0.003622446053789892,0.003622446053789892,7273
Nancagua,Región del Libertador Bernardo O'Higgins,12.388264980912208,7.3283643344304865,9.030722476828194,7.614657915480554,0.11502056888860841,0.05745023679421946,0.08436631957229233,0.060527947677997546,17833
Coelemu,Región de Ñuble,20.584462947142548,16.583792212611122,20.370379287625354,17.02484581555908,0.7278556327916491,0.47299483070966836,0.6256513029449409,0.4730187574259279,15995
Quilpué,Región de Valparaíso,7.83552837910217,11.315716849725593,11.543687544023145,11.367899230276489,0.2111115088572023,0.18936743908561868,0.18936743908561868,0.18936743908561868,151708
Las Condes,Región Metropolitana de Santiago,13.175408335769736,11.080658803113561,11.12653360226808,11.092126944815911,0.2783102179771235,0.13055083658675792,0.13055083658675792,0.13055083658675792,294838
Maule,Región del Maule,27.50281494314526,13.421842126795287,16.54844832329829,14.004388822849927,0.5833524565899242,0.0958981139663998,0.1459705123878367,0.10950399731666131,49721
San Felipe,Región de Valparaíso,7.885436845315251,1.8922116753343798,1.9450905395174567,1.904468717083452,0.3657455299104127,0.003122198392200542,0.003122198392200542,0.003122198392200542,76844
Quilicura,Región Metropolitana de Santiago,36.90819946266415,31.27510584168254,31.355578289181,31.294656968045807,0.18407572585004117,0.14185787172704137,0.14185787172704137,0.14185787172704137,210410
Peumo,Región del Libertador Bernardo O'Higgins,9.891502021853295,8.073208177666881,8.924942598939174,8.290580122422334,0.10099635902960766,0.03976922520695622,0.048084899603877095,0.0412641324953337,14313
Pelarco,Región del Maule,11.298187193051495,4.81490995758808,6.259439105658481,5.085414713525679,0.17432344524109564,0.06507619792640607,0.10180285260470326,0.0742976495629545,8422
Quinta de Tilcoco,Región del Libertador Bernardo O'Higgins,12.861710257687502,7.5555402062688435,8.011573796235025,7.750982119434824,0.09208180688517846,0.034268962663075705,0.03639578670266743,0.035799365254195595,13002
Conchalí,Región Metropolitana de Santiago,33.90187326984274,28.121359603272545,28.19265486774621,28.138810242050223,0.03035524018690548,0.012063379923047493,0.012063379923047493,0.012063379923047493,126955
Treguaco,Región de Ñuble,18.448314334558738,15.61686542780863,19.728561876689394,16.05907717417822,0.478483416336696,0.3303813241353184,0.4667223726256519,0.33040823921423607,5401
Calera,Región de Valparaíso,6.786689127591394,3.4466535548428223,3.6007126532125446,3.481903139559463,0.05381104524404487,0.0006116452038081298,0.0006116452038081298,0.0006116452038081298,50554
Recoleta,Región Metropolitana de Santiago,33.44974564758164,29.8606141752115,29.9260877362004,29.876744756212943,0.1030730898343691,0.03131900836298833,0.03131900836298833,0.03131900836298833,157851
Renaico,Región de La Araucanía,30.583849822402502,16.107662892643457,26.507592340050596,18.603070395653827,0.9129160943385897,0.41489381407508996,0.8666986499900656,0.5145638086172514,10250
Padre Hurtado,Región Metropolitana de Santiago,30.831695598939426,19.519627514087333,19.644933185706698,19.55047847963672,0.47404225489903373,0.2709204417531771,0.2709204417531771,0.2709204417531771,63250
La Reina,Región Metropolitana de Santiago,15.846304378051451,11.556791488108813,11.607727520305803,11.569519197388932,0.14709413141104408,0.049086789739096706,0.049086789739096706,0.049086789739096706,92787
La Cruz,Región de Valparaíso,8.315164788786255,4.158092990219156,4.350669619242786,4.2023151368382035,0.07518737733821255,0.0007376591057985887,0.0007376591057985887,0.0007376591057985887,22098
Rinconada,Región de Valparaíso,7.737033902394846,3.597805985440839,3.6534608582680566,3.6109336659387186,0.19304079639544838,0.04829789434410466,0.04829789434410466,0.04829789434410466,10207
Vitacura,Región Metropolitana de Santiago,19.35284882866674,15.08389992053724,15.138618356982867,15.097418088341751,0.08415551739410777,0.03211507581733265,0.03211507581733265,0.03211507581733265,85384
Hualpén,Región del Bío-Bío,41.91568736474195,21.174915892256994,23.108126769405178,21.576170877145106,1.1071343574555441,0.2465499294486924,0.2537130600527771,0.24656049302206057,91773
Independencia,Región Metropolitana de Santiago,38.96522354533275,34.45386782172654,34.52396763679054,34.471110968457324,0.06931485190407838,0.022860582613014515,0.022860582613014515,0.022860582613014515,100281
El Monte,Región Metropolitana de Santiago,38.98622093132302,20.329523290784092,20.53086598715337,20.380602696976343,0.7042805616691545,0.233995758790972,0.233995758790972,0.23401308424189574,35923
Concón,Región de Valparaíso,14.964914712227054,7.543518045958545,7.849385130648603,7.613586189447798,0.12711288845328508,0.0009586419737902114,0.0009586419737902114,0.0009586419737902114,42152
Puente Alto,Región Metropolitana de Santiago,24.72397062030365,20.1994958879132,20.259381386223765,20.214657598180555,0.2801432588845297,0.10530690869418102,0.10530690869418102,0.10530723834334159,568106
Doñihue,Región del Libertador Bernardo O'Higgins,9.166797825406517,9.610184278295577,9.806602259180702,9.826738926554805,0.09277973577983673,0.0629233058237011,0.06334428928823965,0.06562364049777614,20887
San Joaquín,Región Metropolitana de Santiago,43.25909069933825,34.07057305905554,34.13890056146516,34.08761145017213,0.06301942155441351,0.011409488417040366,0.011409488417040366,0.011409488417040366,94492
Lota,Región del Bío-Bío,21.649577746229156,17.19310457782955,19.73673597394393,17.705963921033103,0.32186307938615977,0.22608205072391913,0.2409591054893393,0.22609276701243947,43535
El Tabo,Región de Valparaíso,9.192914300743075,7.611908340106032,8.073668429624252,7.710305669843548,0.03037437571083935,0.0006006518883743291,0.0006006518883743291,0.0006006518883743291,13286
Cerro Navia,Región Metropolitana de Santiago,49.182236461291374,42.97517624050378,43.059267744918664,42.99580119484001,0.09563504663107314,0.042708307592704345,0.042708307592704345,0.042708307592704345,132622
Huechuraba,Región Metropolitana de Santiago,22.77145633861423,18.51757385363181,18.582142269213996,18.5333783678876,0.15467239456099072,0.08183402620433325,0.08183402620433325,0.08183402620433325,98671
San Ramón,Región Metropolitana de Santiago,48.4970870912489,37.257942189441785,37.32972218924099,37.27593272957537,0.07345053720037255,0.012371007015572876,0.012371007015572876,0.012371007015572876,82900
La Pintana,Región Metropolitana de Santiago,40.894806917784386,29.77191547228967,29.845674781133358,29.79053729586763,0.30570931346169117,0.06358755319461558,0.06358755319461558,0.06358755319461558,177335
Estación Central,Región Metropolitana de Santiago,51.011025741584476,39.88332574727635,39.9627883616007,39.90300876092579,0.14394540056542693,0.039171786865263514,0.039171786865263514,0.039171786865263514,147041
Providencia,Región Metropolitana de Santiago,31.362663286117215,26.063114051355253,26.12557581406501,26.07858379992346,0.15627765485454725,0.04002238439705299,0.04002238439705299,0.04002238439705299,142079
Ñuñoa,Región Metropolitana de Santiago,30.288831308484077,22.770228849310016,22.831088658256665,22.785369335735833,0.16890157979559953,0.039921880344967534,0.039921880344967534,0.039921880344967534,208237
Pedro Aguirre Cerda,Región Metropolitana de Santiago,47.161733271697265,37.49560992761895,37.57142603369774,37.51447539340566,0.05369553387009719,0.01277634788734649,0.01277634788734649,0.01277634788734649,101174
Renca,Región Metropolitana de Santiago,43.0772988662385,36.01750168227487,36.09739655739731,36.03705573360124,0.1449622773663084,0.06778010441919885,0.06778010441919885,0.06778010441919885,147151
Quinta Normal,Región Metropolitana de Santiago,47.80997200793676,39.734965696930885,39.81275830086735,39.75411934455236,0.07852447133980234,0.025852640100640853,0.025852640100640853,0.025852640100640853,110026
Santiago,Región Metropolitana de Santiago,43.96527854110011,37.61346797287464,37.684545437958505,37.631062084966224,0.23691596671255563,0.05846554812836025,0.05846554812836025,0.05846554812836025,404495
La Granja,Región Metropolitana de Santiago,46.83502836475769,35.54671217393545,35.61489755469891,35.56381091905965,0.07500061285216948,0.012025742946402912,0.012025742946402912,0.012025742946402912,116571
